track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price,artist_nacionality,track_price
9536,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,480,2,Mosco Street,Indiano,0.88,Alemão,0.79
9537,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,534,3,Will I Grow Up To Be A Square?,Indiano,0.94,Italiano,0.86
9538,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,459,4,Patty Girl,Americano,1.13,Brasileiro,1.26
9539,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,515,5,Tomorrow's Gift,Brasileiro,1.3,Português,1.27
9541,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,568,7,I Want You,Indiano,0.8,Alemão,1.06
9542,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,727,8,What Are You Going To Do Now?,Português,1.07,Indiano,1.38
9543,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,645,9,Totally Wild,Espanhol,1.34,Brasileiro,1.17
9544,2346,Live at WFMU on Michael Goodstein's Show 3/28/09,2264,The German Measles,,Garage,525,10,Wild Wrecked,Alemão,1.18,Alemão,1.04
9545,2347,Live at HaPzura Festival,2121,HaMalben,12/17/2005,Electroacoustic,245,1,hamalben live dec2005,Russo,1.0,Russo,0.7
9546,2348,Live at WFMU on Talk's Cheap 3/17/09,2265,Arrington de Dionyso,3/17/2009,Improv,1104,4,Part 4,Italiano,0.88,Americano,1.19
9547,2348,Live at WFMU on Talk's Cheap 3/17/09,2265,Arrington de Dionyso,3/17/2009,Improv,1331,1,Part 1,Francês,1.2,Brasileiro,0.82
9548,2348,Live at WFMU on Talk's Cheap 3/17/09,2265,Arrington de Dionyso,3/17/2009,Improv,1492,2,Part 2,Português,1.22,Brasileiro,0.98
9549,2348,Live at WFMU on Talk's Cheap 3/17/09,2265,Arrington de Dionyso,3/17/2009,Improv,1110,3,Part 3,Espanhol,0.98,Australiano,0.95
9550,2350,Speedbath (working),1917,Kristin Hersh,,Rock,4014,0,Slippershell,Canadiano,0.81,Canadiano,1.23
9551,2350,Speedbath (working),1917,Kristin Hersh,,Rock,2315,0,Torque,Inglês,1.06,Inglês,0.93
9552,2350,Speedbath (working),1917,Kristin Hersh,,Rock,2297,0,Around Dusk,Americano,0.72,Mexicano,0.74
9553,2350,Speedbath (working),1917,Kristin Hersh,,Rock,2967,0,Morning Birds,Inglês,1.02,Americano,1.01
9554,2350,Speedbath (working),1917,Kristin Hersh,,Rock,1724,0,Speedbath,Brasileiro,1.16,Americano,0.96
9555,2350,Speedbath (working),1917,Kristin Hersh,,Rock,4099,0,Krait,Espanhol,1.17,Espanhol,1.06
9556,2350,Speedbath (working),1917,Kristin Hersh,,Rock,1649,0,Static,Francês,0.81,Japonês,0.92
9557,2350,Speedbath (working),1917,Kristin Hersh,,Rock,5140,0,Moan,Brasileiro,0.86,Espanhol,0.89
9558,2350,Speedbath (working),1917,Kristin Hersh,,Rock,1235,0,Elizabeth June,Mexicano,1.23,Brasileiro,1.37
9559,2350,Speedbath (working),1917,Kristin Hersh,,Rock,4277,0,Mississippi Kite,Espanhol,1.18,Chinês,1.2
9560,2350,Speedbath (working),1917,Kristin Hersh,,Rock,4543,0,Fortune,Inglês,1.13,Canadiano,1.28
9561,2350,Speedbath (working),1917,Kristin Hersh,,Rock,2790,0,Rubidoux,Inglês,1.3,Português,1.36
9581,2351,Songs for Swingers,2266,Singing Sadie,,Unclassifiable,10519,1,Everyone In Town Wants You Dead,Russo,1.13,Americano,1.27
9582,2351,Songs for Swingers,2266,Singing Sadie,,Unclassifiable,8774,6,Put Down The Carving Knife,Canadiano,0.78,Alemão,1.0
9583,2351,Songs for Swingers,2266,Singing Sadie,,Unclassifiable,7452,7,Let's Call 'er Lil,Mexicano,1.09,Canadiano,0.89
9584,2352,Neuters,2267,New Waver,,Unclassifiable,1934,2,Tea Break,Alemão,0.92,Francês,0.94
9585,2352,Neuters,2267,New Waver,,Unclassifiable,2158,11,Too Sober To Fuck,Australiano,1.28,Indiano,1.29
9586,2352,Neuters,2267,New Waver,,Unclassifiable,1747,13,Monday Mornings All Right For Working,Australiano,0.9,Italiano,1.33
9587,2352,Neuters,2267,New Waver,,Unclassifiable,2287,4,Gotta Get Up,Americano,0.77,Espanhol,0.7
9590,2355,Bad Earth,2268,Volvox,,Unclassifiable,835,1,Beetle Paste Dinner,Português,0.78,Russo,0.92
9595,2355,Bad Earth,2268,Volvox,,Unclassifiable,608,6,We've Got Them,Francês,0.98,Australiano,0.84
9598,2355,Bad Earth,2268,Volvox,,Unclassifiable,529,9,Strange Eggs In Even Stranger Containers,Inglês,0.91,Americano,0.71
9600,2355,Bad Earth,2268,Volvox,,Unclassifiable,467,11,Jesus Is A Jelly (Oil On Board),Japonês,1.14,Canadiano,1.01
9605,2355,Bad Earth,2268,Volvox,,Unclassifiable,526,16,Qld Twitch,Canadiano,1.03,Italiano,0.75
9608,2355,Bad Earth,2268,Volvox,,Unclassifiable,1421,20,Sad Dog Food,Australiano,1.37,Francês,1.29
9609,2355,Bad Earth,2268,Volvox,,Unclassifiable,404,19,I Am Nailed To Molluscs,Mexicano,1.0,Russo,1.39
9612,2355,Bad Earth,2268,Volvox,,Unclassifiable,579,23,Unbreakable Beef Drink,Italiano,1.39,Americano,0.71
9637,514,Untitled: Will You Please Sing On This?,2271,Xiu Xiu w/ Kristin Hersh,,Indie-Rock,2818,0,Angel of the Battlefield,Mexicano,1.04,Italiano,0.95
9640,2072,"""Fresh Born"" Covers",2273,Keith Kawaii,,Rock,1485,0,Fresh Born (Deerhoof Cover),Inglês,1.15,Chinês,0.81
9641,2072,"""Fresh Born"" Covers",2272,Dr. David Suendermann,,Rock,1231,0,Fresh Born (Deerhoof Cover),Brasileiro,1.24,Italiano,0.87
9647,2364,Speedbath Remixes,2274,audiotechnica,,,590,0,Simply Elizabeth,Brasileiro,0.81,Italiano,1.03
9648,2364,Speedbath Remixes,2275,Northsea feat Kristin Hersh,,,1498,1,Morning Birds (Northsea Version),Americano,1.11,Russo,1.21
9649,2364,Speedbath Remixes,2277,Graphic Recliner,,,996,0,Speedbath [Graphic Recliner Mix],Canadiano,1.17,Mexicano,0.72
9654,2372,Un EP,2278,The Franks,,Garage,1436,2,My Friends,Indiano,1.34,Português,1.06
9655,2372,Un EP,2278,The Franks,,Garage,2191,3,Bussiness Casual,Americano,0.75,Americano,0.98
9656,2372,Un EP,2278,The Franks,,Garage,1477,6,Common Consensus,Espanhol,0.94,Canadiano,1.18
9657,2372,Un EP,2278,The Franks,,Garage,1551,1,The Jacks,Espanhol,0.72,Americano,1.15
9658,2372,Un EP,2278,The Franks,,Garage,1636,5,Neon Politik,Francês,0.92,Inglês,1.24
9659,2372,Un EP,2278,The Franks,,Garage,1754,4,Modern Man,Brasileiro,1.25,Português,0.74
9660,,,2176,Superhumanoids,,,1472,1,Persona,Canadiano,1.31,Canadiano,0.83
9661,,,2176,Superhumanoids,,,880,2,Cranial Contest,Inglês,1.16,Russo,0.99
9662,2384,The Greatest Hits So Far EP,1922,Learning Music,,Indie-Rock,2440,2,My Original Dictionary (feat. Readers),Italiano,0.92,Indiano,0.87
9663,2384,The Greatest Hits So Far EP,1922,Learning Music,,Indie-Rock,1964,5,September Still,Português,0.76,Australiano,1.2
9664,2384,The Greatest Hits So Far EP,1922,Learning Music,,Indie-Rock,1856,1,Contagious,Inglês,1.1,Americano,0.97
9665,2384,The Greatest Hits So Far EP,1922,Learning Music,,Experimental Pop,3807,3,A Window,Italiano,0.98,Espanhol,0.83
9666,2384,The Greatest Hits So Far EP,1922,Learning Music,,Indie-Rock,2240,4,CGGF,Russo,0.88,Russo,1.05
9667,,,1926,Meanest Man Contest,,,581,1,Some People (Just Get Off on Breaking Hearts),Brasileiro,0.73,Brasileiro,0.86
9668,2386,Briz live on KBOO,2279,Briz,,Glitch,1578,1,Briz live @ KBOO,Português,1.15,Mexicano,1.1
9674,2387,The Damage Begins at the Mouth,2268,Volvox,,Spoken Weird,741,3,Touched By The Mouth That's Wrong,Inglês,1.23,Francês,1.05
9675,2387,The Damage Begins at the Mouth,2268,Volvox,,Spoken Weird,1292,12,Bastardised Air Conditioner,Português,1.01,Australiano,1.39
9676,2387,The Damage Begins at the Mouth,2268,Volvox,,Spoken Weird,720,14,Lemon Fritz,Inglês,0.75,Russo,1.0
9679,2394,Ruffini Corpuscle,2281,Bradbury,,Experimental,1036,2,Big Man On Campus,Japonês,1.29,Mexicano,0.96
9680,2394,Ruffini Corpuscle,2281,Bradbury,,Experimental,1411,13,Filmore Honey,Mexicano,1.16,Brasileiro,1.25
9681,2392,The Frogman's Report,2282,Skin O. Daayba,,Electronic,590,1,Radio Master,Australiano,0.75,Australiano,1.11
9682,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,166,4,Il Giardino Mater,Francês,0.96,Inglês,1.26
9683,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,173,9,M.R.D.E Master Reg 22,Brasileiro,0.98,Italiano,1.05
9684,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,207,2,Complex Habits Master,Chinês,1.24,Indiano,1.38
9685,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,207,5,Pause Dub,Americano,1.01,Espanhol,1.16
9686,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,174,7,Omur2 Master,Americano,1.11,Chinês,1.28
9687,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,476,8,Feedbackless Ocean,Espanhol,1.3,Francês,0.92
9688,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,225,3,Love Dib-1db,Russo,0.89,Australiano,1.24
9689,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,196,10,Feedbackless World,Chinês,1.13,Espanhol,1.22
9690,2392,The Frogman's Report,2280,Skin O. Daayba,,Electronic,187,6,Empty Telephhones,Japonês,0.76,Português,0.89
9691,2397,Instant Obvilian,2281,Bradbury,,Experimental,936,8,Mary Businesscard-Foot Is Back,Espanhol,1.14,Canadiano,1.38
9692,2401,"Debut 7""",1069,Naked on the Vague,,No Wave,1215,1,all Aboard!,Canadiano,0.93,Russo,0.77
9693,2333,Blood Pressure Sessions,1069,Naked on the Vague,,No Wave,1422,1,Old Leader,Australiano,0.72,Italiano,0.84
9694,2333,Blood Pressure Sessions,1069,Naked on the Vague,,No Wave,1220,3,Mothers Footsteps,Russo,1.02,Português,1.05
9695,2333,Blood Pressure Sessions,1069,Naked on the Vague,,No Wave,1446,7,God Nor Devil,Canadiano,0.85,Português,1.2
9696,2402,Genital Warfare,2283,Suicidal Rap Orgy,,Unclassifiable,3602,3,anal sucking fun,Espanhol,0.83,Americano,0.83
9697,2402,Genital Warfare,2283,Suicidal Rap Orgy,,Unclassifiable,3390,10,kitty f**ker,Japonês,1.06,Espanhol,0.81
9698,2402,Genital Warfare,2283,Suicidal Rap Orgy,,Unclassifiable,1791,9,terds are the master,Mexicano,0.92,Inglês,1.21
9699,2402,Genital Warfare,2283,Suicidal Rap Orgy,,Unclassifiable,2290,5,decapitated fetus banging,Alemão,1.23,Inglês,1.34
9701,2408,Songs to Cry by in the Golden Age of Nothing,2285,Nora Keyes,,Unclassifiable,10388,9,The Show Is Over,Francês,1.35,Mexicano,0.76
9702,2410,Nynack LiveÂ at TodaysArt Festival,2288,Nynack,9/17/2005,IDM,949,1,Nynack Live at TodaysArt Festival,Chinês,0.92,Russo,1.07
9704,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,1362,2,Boys Tumbling,Indiano,0.86,Italiano,1.33
9705,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,1505,3,Mud On The Turtle,Japonês,1.36,Japonês,1.35
9706,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,4914,4,An Unnatural Act,Chinês,0.71,Russo,1.07
9707,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,1384,5,Mike,Canadiano,0.82,Australiano,0.84
9708,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,1327,6,Giant Crow Man With Perm,Alemão,1.36,Mexicano,1.38
9710,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,2524,8,Whimsical Man Boobs,Italiano,1.13,Mexicano,1.16
9714,2411,Vermin Perm,2290,The Spazmodics,,Sound Collage,1981,12,Jhoba,Espanhol,1.04,Indiano,0.77
9718,2412,Self Titled,2291,Alternahunk,,Experimental Pop,1780,2,Bnksnm,Brasileiro,1.34,Francês,1.24
9719,2412,Self Titled,2291,Alternahunk,,Experimental Pop,1242,3,Green Tara,Japonês,1.32,Americano,1.36
9720,2412,Self Titled,2291,Alternahunk,,Experimental Pop,1411,5,Human Puppy,Francês,0.82,Inglês,0.89
9721,2413,Justice Yeldham & the Drummer Who Wishes to Remain Namesless,2240,Justice Yeldham,,Experimental,1986,1,Track 01,Japonês,1.02,Chinês,1.23
9733,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,170,13,(Title Unknown),Americano,1.2,Espanhol,0.75
9734,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,314,1,Warm Up,Espanhol,0.71,Alemão,0.7
9735,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,1859,2,Airplanes,Mexicano,1.36,Italiano,1.11
9736,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,339,3,White Jeep,Português,1.01,Alemão,1.27
9737,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,167,4,(Title Unknown),Americano,0.83,Brasileiro,0.75
9738,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,264,5,The Crawl,Inglês,0.96,Russo,0.84
9739,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,171,6,(Title Unknown),Alemão,0.71,Inglês,1.35
9740,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,141,7,(Title Unknown),Australiano,0.71,Australiano,0.91
9741,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,143,8,(Title Unknown),Alemão,1.28,Australiano,1.38
9742,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,227,9,Metro,Brasileiro,0.73,Mexicano,1.1
9743,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,152,10,(Title Unknown),Italiano,0.83,Russo,0.75
9744,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,151,11,(Title Unknown),Russo,1.09,Russo,0.85
9745,2415,Live at WFMU/Aquarius SXSW showcase 2009,2294,Mayyors,,Noise-Rock,211,12,(Title Unknown),Alemão,0.96,Japonês,1.31
9747,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,490,7,The Smalltalker,Inglês,1.27,Australiano,1.35
9748,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,670,1,Welcome Wilderness,Português,0.8,Indiano,1.08
9750,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,421,3,Configurate,Australiano,0.81,Espanhol,1.05
9751,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,697,4,Hello September,Inglês,0.7,Canadiano,0.71
9752,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,436,5,You Gave Me No Choice,Inglês,1.07,Inglês,0.87
9753,1892,Welcome Wilderness,1761,Proviant Audio,,Modern Jazz,779,6,Just Like That,Alemão,1.0,Português,1.33
9765,2417,Gravy Train!!! Live at SXSW,2298,Gravy Train!!!,3/22/2009,Post-Punk,2337,1,Frat Party,Português,1.03,Alemão,1.3
9773,1641,Feedback,2300,Mike Yarrish,,Noise,94,2,Feedback,Francês,0.76,Americano,0.74
9778,4732,ccMixter [Sunbyrn],1758,Sunbyrn,,Hip-Hop,1707,0,Broken English,Português,0.86,Francês,1.17
9784,1887,Future Proof,1752,Double Helix (Morphamish & Texture),,Hip-Hop,2591,2,Magnetic Tension,Mexicano,0.97,Russo,1.11
9787,1887,Future Proof,1752,Double Helix (Morphamish & Texture),,Hip-Hop,1220,4,Copernican Shift,Alemão,0.75,Canadiano,0.87
9789,1887,Future Proof,1752,Double Helix (Morphamish & Texture),,Hip-Hop,2165,5,Science Fiction,Mexicano,1.01,Indiano,0.97
9793,4732,ccMixter [Sunbyrn],1758,Sunbyrn,,Soul-RnB,4105,0,If I Wait,Francês,1.32,Alemão,0.83
9796,1641,Feedback,1639,Matt Sekel,,Noise,83,2,Feedback for Quartet,Italiano,0.78,Russo,0.79
9797,1641,Feedback,2300,Mike Yarrish,,Noise,94,1,New Machines Not Safe,Brasileiro,1.19,Mexicano,1.3
9798,4732,ccMixter [Sunbyrn],1758,Sunbyrn,01/01/2006,Hip-Hop,1413,0,Life of Luxury(Backroom Mix),Indiano,1.21,Português,1.32
9800,4732,ccMixter [Sunbyrn],1758,Sunbyrn,,Electronic,1341,0,Scandinavian Sky,Alemão,1.24,Espanhol,0.86
9802,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Brasileiro,1.25,Italiano,1.27
9803,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Espanhol,0.84,Chinês,0.87
9804,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Inglês,0.99,Americano,0.84
9805,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Indiano,0.96,Português,0.89
9806,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Indiano,1.13,Francês,0.92
9807,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Italiano,0.71,Canadiano,0.79
9808,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Espanhol,1.16,Australiano,0.83
9809,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Chinês,0.89,Francês,0.94
9810,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Alemão,1.29,Alemão,1.29
9811,4732,ccMixter [Sunbyrn],1758,Sunbyrn,,Soul-RnB,3072,0,Scared of My Own Blood,Alemão,0.94,Brasileiro,0.88
9813,2418,8 Bit Weapon Live at Micropalooza,1774,8 Bit Weapon,,Chip Music,7848,0,One Last Mission,Francês,0.82,Francês,0.96
9814,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,568,2,Opening,Canadiano,1.05,Inglês,0.78
9815,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,565,5,Break,Chinês,0.92,Espanhol,1.3
9816,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,261,7,Plastic-Mix,Espanhol,0.86,Russo,1.15
9818,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,321,6,New-Back,Francês,0.72,Francês,0.92
9819,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,407,1,Intro,Mexicano,1.27,Japonês,1.4
9820,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,417,4,Vienna-Hey,Chinês,0.86,Australiano,0.82
9821,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,267,9,Small Song,Português,0.98,Indiano,0.87
9822,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,2459,3,One Greek,Russo,0.92,Americano,0.88
9823,4732,ccMixter [Sunbyrn],1758,Sunbyrn,,Electronic,939,0,Slither Away,Italiano,1.36,Italiano,1.26
9825,2419,MFFZ,2301,Assaf K. Talmudi,,Electroacoustic,311,8,ywbht - outro,Japonês,1.07,Russo,1.28
9828,1636,Shrubs live on the Three Chord Monte 11/25/2008,2306,The Shrubs,,Garage,,,,Português,0.94,Português,0.82
9829,1887,Future Proof,1752,Double Helix (Morphamish & Texture),,Hip-Hop,1517,1,Sleeper Cell,Canadiano,0.84,Mexicano,0.79
9830,1887,Future Proof,1752,Double Helix (Morphamish & Texture),,Hip-Hop,1116,3,Pretty Meaty,Chinês,0.85,Alemão,0.71
9836,1641,Feedback,1639,Matt Sekel,,Noise,83,4,Backfeed,Brasileiro,1.2,Brasileiro,1.29
9844,1785,Live on WFMU July 21 1996,,,,,,,,Alemão,1.07,Mexicano,1.31
9845,2423,Proletarian of Noise,2308,Mattin,,Noise,2098,5,Thesis On Noise,Chinês,1.39,Francês,0.73
9846,2423,Proletarian of Noise,2308,Mattin,,Noise,2575,1,Computer Music/Post-Fordism,Francês,1.27,Alemão,1.34
9847,2423,Proletarian of Noise,2308,Mattin,,Noise,1715,2,Computer Fetishist,Inglês,0.86,Português,0.74
9848,2423,Proletarian of Noise,2308,Mattin,,Noise,2158,3,You Are Stuck as a Free Human Being,Português,0.94,Australiano,1.12
9850,2423,Proletarian of Noise,2308,Mattin,,Noise,1611,4,Desecration of Silence,Chinês,1.06,Australiano,1.33
9851,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,826,8,Subversive Script,Americano,0.75,Canadiano,1.07
9852,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,801,1,Title Unknown,Italiano,1.22,Italiano,1.01
9853,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,901,2,Isolated Stare,Chinês,1.03,Francês,0.8
9854,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,703,3,Title Unknown,Canadiano,1.4,Inglês,0.91
9855,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,834,4,Title Unknown,Australiano,1.21,Brasileiro,0.89
9856,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,1006,5,Title Unknown,Mexicano,0.93,Brasileiro,1.3
9857,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,1078,6,Corrupt (Knuckle Up),Mexicano,1.17,Australiano,1.12
9863,1640,Bangers Vs. Fuckers,584,Coachwhips,,Rock,582,4,purse peekin',Brasileiro,1.37,Russo,1.22
9866,1640,Bangers Vs. Fuckers,584,Coachwhips,,Rock,547,7,evil son,Inglês,1.28,Português,0.81
9867,1640,Bangers Vs. Fuckers,584,Coachwhips,,Rock,535,8,thee alarm,Australiano,1.06,Português,1.24
9875,1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,618,DÃ¤lek,,Hip-Hop,1112,7,Tarnished,Brasileiro,0.74,Português,1.35
9879,2424,live at issue project room,2210,Keir Neuringer,2/24/2009,Experimental,1114,1,keirneuringer,Japonês,0.84,Espanhol,1.12
9884,2418,8 Bit Weapon Live at Micropalooza,1774,8 Bit Weapon,,Chip Music,9478,0,Micro Boogie,Alemão,0.99,Brasileiro,1.11
9887,2432,James Blackshaw & Meg Baird - Live At ISSUE Project Room 3/7/09,2312,Meg Baird,,Folk,2544,1,All I Ever Wanted,Inglês,1.36,Russo,1.36
9888,2432,James Blackshaw & Meg Baird - Live At ISSUE Project Room 3/7/09,2313,James Blackshaw,,Folk,3763,1,Cross,Espanhol,1.07,Japonês,1.08
9889,,,2315,zach layton,,,145,1,(www.wfmu.org),Alemão,0.88,Russo,1.0
9890,2434,Live on KBOO's Movin' On,2314,Corinne West,6/20/2008,Americana,4824,0,Amelia,Brasileiro,1.04,Mexicano,0.71
9893,2438,Cornelius Cardew's Treatise,2319,Stars Like Fleas (and friends),10/25/2008,Experimental,1071,1,Cardew's Treatise,Italiano,1.34,Mexicano,1.14
9899,2444,live at issue project room 2/20/09,674,Arthur Doyle,,Free-Jazz,2293,1,untitled,Italiano,0.7,Espanhol,1.37
9900,,,2322,Juaneco y su Combo,,,203,1,El capullito,Alemão,1.2,Chinês,0.93
9901,,,2322,Juaneco y su Combo,,,259,1,Pellejito Bailarin,Brasileiro,0.74,Italiano,0.8
9903,,,80,Bird Names,,,660,1,the lonely farces of flight of seagulls flying,Mexicano,0.72,Australiano,1.08
9904,2449,Coroners &amp,,,,,,,,Americano,0.97,Indiano,1.2
9905,2449,Coroners &amp,,,,,,,,Mexicano,0.9,Mexicano,1.27
9906,2450,Hey Rube,2251,Al Duvall,,Americana,5529,1,On The Corduroy Road,Canadiano,1.08,Português,1.11
9907,2450,Hey Rube,2251,Al Duvall,,Americana,6242,2,Stuck On A Hat-Check Girl,Brasileiro,0.96,Australiano,1.38
9908,2451,The Butler's Revenge,2251,Al Duvall,,Americana,3156,3,Five Against One,Canadiano,1.15,Espanhol,0.78
9909,2451,The Butler's Revenge,2251,Al Duvall,,Americana,6483,10,Reconstruction,Chinês,1.3,Japonês,0.79
9910,2452,Rabbit's Foot Factory,2251,Al Duvall,,Americana,3402,1,Out on the Barge,Chinês,0.94,Brasileiro,1.29
9911,2452,Rabbit's Foot Factory,2251,Al Duvall,,Americana,2349,16,Whey Dorey's Behind the Door,Alemão,0.91,Chinês,1.38
9912,2340,The Timid Mischief,2251,Al Duvall,,Americana,2797,3,Poppycock &amp,Russo,1.15,Chinês,1.23
9913,2340,The Timid Mischief,2251,Al Duvall,,Americana,3601,4,The Day Bartender,Chinês,1.29,Inglês,0.99
9916,2455,Baby Crocodiles,2292,Deano Merino,,Singer-Songwriter,2142,9,golf,Russo,0.8,Americano,1.35
9918,2457,French Record,1232,Sissy Spacek,,Experimental,2080,1,Scorpion Whip,Francês,0.79,Inglês,0.72
9919,2458,Same Diff,2325,Sweden,01/04/2010,Experimental,1941,1,Rabbit,Canadiano,0.96,Japonês,0.84
9921,2458,Same Diff,2325,Sweden,01/04/2010,Experimental,2136,3,Yummy,Indiano,1.07,Americano,1.39
9922,2458,Same Diff,2325,Sweden,01/04/2010,Experimental,1846,4,Stupid,Brasileiro,0.76,Canadiano,0.91
9924,2458,Same Diff,2325,Sweden,,Experimental,1172,6,Je Suis,Indiano,0.72,Mexicano,0.84
9925,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1762,1,You Changed My Life,Japonês,0.86,Português,1.2
9926,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1271,2,What You Wanna Believe,Australiano,1.07,Inglês,1.08
9927,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1178,3,Klardiscopic Exploration,Português,1.21,Alemão,0.79
9928,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1377,4,Turn Around,Russo,1.33,Japonês,0.93
9929,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,2170,5,Use Your Heart As A Telephone &amp,Russo,0.97,Francês,0.79
9930,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1929,6,Get On Your Knees,Japonês,1.4,Japonês,1.26
9931,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1422,7,Please Please Please,Australiano,0.74,Chinês,0.87
9932,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1403,8,Shelley Sho' Nuff,Português,0.76,Chinês,1.24
9933,2459,live@PBSfm,2326,Kevin Blechdom,,Singer-Songwriter,1391,9,Invisible Rock,Canadiano,0.9,Japonês,1.23
